artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-kanditdesignkommmed;101530;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digital-design-og-interaktive-teknologier;300162;Digital design og interaktive teknologier;Universitetsuddannelser;Kandidatuddannelse;;101530;IT-Universitetet i København;101;København;1084;Hovedstaden;202110-202409;335;7;;E2024F2025;20;121;103;202111-202311;2837;40;12;11;37;Information og kommunikation;Videnservice;Offentlig administration, forsvar og politi;Øvrige brancher;78;202104-202412;382;9;;202101-202312;258;39.400;35.800;43.600;;Ingen data;;;;202101-202312;1;61.700;50.200;72.300;Institutionstal for undergruppe: Tværfaglige it-uddannelser, kandidat;82;35;202310-202312;69;71;4,07;202310-202312;74;74;4,08;74;74;4,15;202310-202312;202310-202312;69;71;3,91;31,0;55;65;15,0;53;100;202310-202312;73;74;3,40;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;72;72;4,47;202310-202312;73;73;3,60;202310-202312;71;72;3,92;202310-202312;68;72;3,87;202310-202312;82;Forelæsninger;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;63;63;3,63;0,00;11,00;40,00;24,00;25,00;202310-202312;63;63;3,30;2,00;24,00;32,00;29,00;14,00;202310-202312;71;71;3,97;66;27;202310-202312;58;52;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;12;Jeg fik job gennem mit netværk;7;Jeg blev headhuntet;202310-202312;58;29;0;59;2;10;0;2;202310-202312;58;37;202310-202312;58;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Projekt i samarbejde med offentlig eller privat virksomhed;202310-202312;56;Evnen til at samarbejde;Analytiske kompetencer;Kreative og innovative kompetencer;Tværfaglige og projektorienterede kompetencer;IT-færdigheder;202310-202312;56;58;3,77;202310-202312;57;58;3,84;202310-202312;58;0;97;3;;;;;;;;;;Ingen data;
udb2-kanditdesignkommmed;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digital-design-og-interaktive-teknologier;300162;Digital design og interaktive teknologier;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;335;7;;E2024F2025;20;121;103;202111-202311;2837;40;12;11;37;Information og kommunikation;Videnservice;Offentlig administration, forsvar og politi;Øvrige brancher;78;202104-202412;382;9;;202101-202312;258;39.400;35.800;43.600;;Ingen data;;;;202101-202312;1;;;;;82;35;202310-202312;69;71;4,07;202310-202312;74;74;4,08;74;74;4,15;202310-202312;202310-202312;69;71;3,91;31,0;55;65;15,0;53;100;202310-202312;73;74;3,40;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;72;72;4,47;202310-202312;73;73;3,60;202310-202312;71;72;3,92;202310-202312;68;72;3,87;202310-202312;82;Forelæsninger;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;63;63;3,63;0,00;11,00;40,00;24,00;25,00;202310-202312;63;63;3,30;2,00;24,00;32,00;29,00;14,00;202310-202312;71;71;3,97;66;27;202310-202312;58;52;Jeg søgte og blev ansat efter et stillingsopslag;24;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;12;Jeg fik job gennem mit netværk;7;Jeg blev headhuntet;202310-202312;58;29;0;59;2;10;0;2;202310-202312;58;37;202310-202312;58;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Projekt i samarbejde med offentlig eller privat virksomhed;202310-202312;56;Evnen til at samarbejde;Analytiske kompetencer;Kreative og innovative kompetencer;Tværfaglige og projektorienterede kompetencer;IT-færdigheder;202310-202312;56;58;3,77;202310-202312;57;58;3,84;202310-202312;58;0;97;3;;;;;;;;;;Ingen data;
udb2-kanditdigtransformation;265407;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digital-transformation;870962;Digital Transformation;Universitetsuddannelser;Kandidatuddannelse;;265407;Roskilde Universitet;265;Roskilde;1085;Sjælland;202110-202409;106;7;;E2024F2025;17;238;0;202111-202311;18;22;17;17;44;Handel;Offentlig administration, forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;72;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;21;24;202310-202312;18;18;3,72;202310-202312;20;20;4,15;19;20;4,11;202310-202312;202310-202312;18;18;4,11;34,0;56;17;15,5;12;92;202310-202312;19;20;3,42;24,00;0,00;E2024F2025;0,00;76,00;202310-202312;18;18;4,28;202310-202312;18;18;3,83;202310-202312;18;18;3,67;202310-202312;15;18;4,13;202310-202312;21;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;13;13;4,08;0,00;0,00;23,00;46,00;31,00;202310-202312;12;13;3,92;0,00;17,00;17,00;25,00;42,00;202310-202312;18;18;4,22;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditdigtransformation;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digital-transformation;870962;Digital Transformation;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;106;7;;E2024F2025;17;238;0;202111-202311;18;22;17;17;44;Handel;Offentlig administration, forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;72;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;21;24;202310-202312;18;18;3,72;202310-202312;20;20;4,15;19;20;4,11;202310-202312;202310-202312;18;18;4,11;34,0;56;17;15,5;12;92;202310-202312;19;20;3,42;24,00;0,00;E2024F2025;0,00;76,00;202310-202312;18;18;4,28;202310-202312;18;18;3,83;202310-202312;18;18;3,67;202310-202312;15;18;4,13;202310-202312;21;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;13;13;4,08;0,00;0,00;23,00;46,00;31,00;202310-202312;12;13;3,92;0,00;17,00;17,00;25,00;42,00;202310-202312;18;18;4,22;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditebusiness;101530;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digital-innovation-and-management;626362;Digital Innovation and Management;Universitetsuddannelser;Kandidatuddannelse;;101530;IT-Universitetet i København;101;København;1084;Hovedstaden;202110-202409;416;2;;E2024F2025;20;131;93;202111-202311;3674;32;16;13;38;Information og kommunikation;Videnservice;Finansiering og forsikring;Øvrige brancher;80;202104-202412;376;3;;202101-202312;246;44.000;39.100;49.000;;202104-202412;219;2;;202101-202312;135;63.600;53.900;77.400;;88;28;202310-202312;68;69;4,29;202310-202312;81;81;4,35;79;81;4,34;202310-202312;202310-202312;67;69;4,37;29,0;49;62;17,0;59;100;202310-202312;84;84;3,42;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;73;73;4,25;202310-202312;76;80;3,57;202310-202312;73;73;3,95;202310-202312;63;73;4,00;202310-202312;87;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;59;60;3,86;2,00;5,00;29,00;34,00;31,00;202310-202312;59;60;3,85;2,00;7,00;27,00;34,00;31,00;202310-202312;68;69;4,25;61;26;202310-202312;59;46;Jeg søgte og blev ansat efter et stillingsopslag;31;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;8;Jeg blev headhuntet;5;Jeg fik job gennem mit netværk;202310-202312;59;37;0;46;0;17;0;0;202310-202312;59;39;202310-202312;59;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Projekt i samarbejde med offentlig eller privat virksomhed;202310-202312;56;Analytiske kompetencer;Tilegnelse af ny viden;IT-færdigheder;Forretningsforståelse;Tværfaglige og projektorienterede kompetencer;202310-202312;59;59;3,68;202310-202312;59;59;4,02;202310-202312;59;3;95;2;;;;;;;;;;Ingen data;
udb2-kanditebusiness;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digital-innovation-and-management;626362;Digital Innovation and Management;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;416;2;;E2024F2025;20;131;93;202111-202311;3674;32;16;13;38;Information og kommunikation;Videnservice;Finansiering og forsikring;Øvrige brancher;80;202104-202412;376;3;;202101-202312;246;44.000;39.100;49.000;;202104-202412;219;2;;202101-202312;135;63.600;53.900;77.400;;88;28;202310-202312;68;69;4,29;202310-202312;81;81;4,35;79;81;4,34;202310-202312;202310-202312;67;69;4,37;29,0;49;62;17,0;59;100;202310-202312;84;84;3,42;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;73;73;4,25;202310-202312;76;80;3,57;202310-202312;73;73;3,95;202310-202312;63;73;4,00;202310-202312;87;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;59;60;3,86;2,00;5,00;29,00;34,00;31,00;202310-202312;59;60;3,85;2,00;7,00;27,00;34,00;31,00;202310-202312;68;69;4,25;61;26;202310-202312;59;46;Jeg søgte og blev ansat efter et stillingsopslag;31;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;8;Jeg blev headhuntet;5;Jeg fik job gennem mit netværk;202310-202312;59;37;0;46;0;17;0;0;202310-202312;59;39;202310-202312;59;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Projekt i samarbejde med offentlig eller privat virksomhed;202310-202312;56;Analytiske kompetencer;Tilegnelse af ny viden;IT-færdigheder;Forretningsforståelse;Tværfaglige og projektorienterede kompetencer;202310-202312;59;59;3,68;202310-202312;59;59;4,02;202310-202312;59;3;95;2;;;;;;;;;;Ingen data;
udb2-kandititkommogorg;657410;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/it-kommunikation-og-organisation;822962, 626262, 763562, 763662;It, kommunikation og organisation;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;657;Herning;1082;Midtjylland;202110-202409;115;12;;E2024F2025;14;37;90;202111-202311;85;28;19;12;41;Information og kommunikation;Handel;Finansiering og forsikring;Øvrige brancher;85;202104-202412;35;4;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;32;40;202310-202312;26;26;3,62;202310-202312;29;29;3,86;29;29;3,97;202310-202312;202310-202312;26;26;3,23;32,0;49;25;15,0;17;93;202310-202312;29;29;3,76;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;28;28;4,04;202310-202312;27;29;3,30;202310-202312;27;28;3,48;202310-202312;28;28;4,11;202310-202312;32;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Forelæsninger;202310-202312;24;25;3,58;4,00;8,00;29,00;42,00;17,00;202310-202312;25;25;3,48;4,00;12,00;36,00;28,00;20,00;202310-202312;26;26;3,54;15;45;202310-202312;13;69;Jeg søgte og blev ansat efter et stillingsopslag;23;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;8;Jeg fik job gennem mit netværk;0;Andet;202310-202312;13;46;0;46;0;8;0;0;202310-202312;13;39;202310-202312;13;De kompetencer, jeg fik fra uddannelsen;Studiejob;Projekt i samarbejde med offentlig eller privat virksomhed;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;13;IT-færdigheder;Evnen til at samarbejde;Forretningsforståelse;Analytiske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;202310-202312;13;13;4,08;202310-202312;13;13;4,08;202310-202312;13;0;100;0;;;;;;;;;;Ingen data;
udb2-kandititkommogorg;751422;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/it-kommunikation-og-organisation;822962, 626262, 763562, 763662;It, kommunikation og organisation;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;202110-202409;450;6;;E2024F2025;9;21;104;202111-202311;3136;36;14;13;38;Information og kommunikation;Videnservice;Handel;Øvrige brancher;85;202104-202412;318;4;;202101-202312;186;41.450;37.000;45.400;;202104-202412;145;1;;202101-202312;100;56.750;47.600;67.950;;103;34;202310-202312;86;88;3,92;202310-202312;94;94;4,04;93;94;4,15;202310-202312;202310-202312;85;88;3,75;37,0;42;82;15,0;67;94;202310-202312;95;96;3,87;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;90;90;4,42;202310-202312;87;93;3,61;202310-202312;87;90;3,89;202310-202312;79;90;3,80;202310-202312;102;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);202310-202312;79;79;3,57;1,00;13,00;29,00;42,00;15,00;202310-202312;79;79;3,70;1,00;6,00;35,00;35,00;22,00;202310-202312;88;88;3,89;54;23;202310-202312;50;60;Jeg søgte og blev ansat efter et stillingsopslag;14;Jeg fik job gennem mit netværk;14;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;6;Jeg søgte uopfordret;202310-202312;50;14;0;62;0;22;2;2;202310-202312;50;38;202310-202312;50;De kompetencer, jeg fik fra uddannelsen;Studiejob;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Gode karakterer;202310-202312;50;IT-færdigheder;Forretningsforståelse;Tværfaglige og projektorienterede kompetencer;Tilegnelse af ny viden;Evnen til at samarbejde;202310-202312;49;50;3,90;202310-202312;49;50;4,00;202310-202312;50;2;96;2;;;;;;;;;;Ingen data;
udb2-kandititkommogorg;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/it-kommunikation-og-organisation;822962, 626262, 763562, 763662;It, kommunikation og organisation;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;565;7;;E2024F2025;12;29;97;202111-202311;3221;36;14;13;38;Information og kommunikation;Videnservice;Handel;Øvrige brancher;85;202104-202412;353;4;;202101-202312;186;41.450;37.000;45.400;;202104-202412;642;3;;202101-202312;100;56.750;47.600;67.950;;135;35;202310-202312;112;114;3,85;202310-202312;123;123;4,00;122;123;4,11;202310-202312;202310-202312;111;114;3,63;36,0;44;107;15,0;84;94;202310-202312;124;125;3,85;25,00;0,00;E2024F2025;0,00;75,00;202310-202312;118;118;4,33;202310-202312;114;122;3,54;202310-202312;114;118;3,79;202310-202312;107;118;3,88;202310-202312;134;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);202310-202312;103;104;3,57;2,00;12,00;29,00;42,00;16,00;202310-202312;104;104;3,64;2,00;8,00;36,00;34,00;21,00;202310-202312;114;114;3,81;69;26;202310-202312;63;62;Jeg søgte og blev ansat efter et stillingsopslag;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;13;Jeg fik job gennem mit netværk;5;Jeg søgte uopfordret;202310-202312;63;21;0;59;0;19;2;2;202310-202312;63;38;202310-202312;63;De kompetencer, jeg fik fra uddannelsen;Studiejob;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Projekt i samarbejde med offentlig eller privat virksomhed;202310-202312;63;IT-færdigheder;Forretningsforståelse;Tværfaglige og projektorienterede kompetencer;Tilegnelse af ny viden;Evnen til at samarbejde;202310-202312;62;63;3,94;202310-202312;62;63;4,02;202310-202312;63;2;97;2;;;;;;;;;;Ingen data;
udb2-kandititproduktudv;621406;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/it-product-design;521262;IT Product Design;Universitetsuddannelser;Kandidatuddannelse;;461437;Syddansk Universitet;621;Kolding;1083;Syddanmark;202110-202409;88;6;;E2024F2025;9;190;0;202111-202311;369;25;17;14;43;Industri;Information og kommunikation;Handel;Øvrige brancher;84;202104-202412;113;26;;202101-202312;60;36.400;30.200;39.400;;Ingen data;;;;Ingen data;;;;;;25;44;202310-202312;21;21;4,14;202310-202312;23;23;4,13;23;23;4,13;202310-202312;202310-202312;21;21;4,19;37,0;70;21;15,0;13;77;202310-202312;23;23;4,13;25,00;16,67;E2024F2025;0,00;58,33;202310-202312;23;23;4,70;202310-202312;23;23;3,70;202310-202312;23;23;4,22;202310-202312;22;23;4,45;202310-202312;24;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;21;21;3,14;5,00;19,00;43,00;24,00;10,00;202310-202312;21;21;3,24;0,00;33,00;19,00;38,00;10,00;202310-202312;21;21;4,00;23;27;202310-202312;19;42;Jeg søgte og blev ansat efter et stillingsopslag;21;Jeg fik job gennem mit netværk;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;11;Andet;202310-202312;19;58;0;32;0;11;0;0;202310-202312;19;37;202310-202312;19;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Innovatinos- og entreprenørskabsaktiviteter;Afsluttende opgave (projekt/speciale);202310-202312;16;Analytiske kompetencer;Kreative og innovative kompetencer;Evnen til at samarbejde;Formidlingsevner;Tværfaglige og projektorienterede kompetencer;202310-202312;18;19;3,00;202310-202312;18;19;3,06;202310-202312;19;0;84;16;;;;;;;;;;Ingen data;
udb2-kandititproduktudv;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/it-product-design;521262;IT Product Design;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;88;6;;E2024F2025;9;190;0;202111-202311;369;25;17;14;43;Industri;Information og kommunikation;Handel;Øvrige brancher;84;202104-202412;113;26;;202101-202312;60;36.400;30.200;39.400;;202104-202412;7592;1;Landstal for undergruppe: Civilingeniør, kandidat;Ingen data;;;;;;25;44;202310-202312;21;21;4,14;202310-202312;23;23;4,13;23;23;4,13;202310-202312;202310-202312;21;21;4,19;37,0;70;21;15,0;13;77;202310-202312;23;23;4,13;25,00;16,67;E2024F2025;0,00;58,33;202310-202312;23;23;4,70;202310-202312;23;23;3,70;202310-202312;23;23;4,22;202310-202312;22;23;4,45;202310-202312;24;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;21;21;3,14;5,00;19,00;43,00;24,00;10,00;202310-202312;21;21;3,24;0,00;33,00;19,00;38,00;10,00;202310-202312;21;21;4,00;23;27;202310-202312;19;42;Jeg søgte og blev ansat efter et stillingsopslag;21;Jeg fik job gennem mit netværk;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;11;Andet;202310-202312;19;58;0;32;0;11;0;0;202310-202312;19;37;202310-202312;19;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Innovatinos- og entreprenørskabsaktiviteter;Afsluttende opgave (projekt/speciale);202310-202312;16;Analytiske kompetencer;Kreative og innovative kompetencer;Evnen til at samarbejde;Formidlingsevner;Tværfaglige og projektorienterede kompetencer;202310-202312;18;19;3,00;202310-202312;18;19;3,06;202310-202312;19;0;84;16;;;;;;;;;;Ingen data;
udb2-kanditlaeringogomstilling;151413;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/it-laering-og-organisatorisk-omstilling;309862, 769862, 769962;It, læring og organisatorisk omstilling;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;101;København;1084;Hovedstaden;202110-202409;158;5;;E2024F2025;77;0;96;202111-202311;842;25;19;17;40;Information og kommunikation;Offentlig administration, forsvar og politi;Undervisning;Øvrige brancher;58;202104-202412;120;6;;202101-202312;72;40.650;35.500;44.700;;Ingen data;;;;Ingen data;;;;;;46;42;202310-202312;43;43;3,91;202310-202312;45;45;4,29;45;45;3,98;202310-202312;202310-202312;43;43;3,79;35,0;37;42;16,0;31;94;202310-202312;45;45;3,36;25,00;16,67;E2024F2025;0,00;58,33;202310-202312;44;44;3,89;202310-202312;45;45;3,69;202310-202312;42;44;3,60;202310-202312;41;44;4,27;202310-202312;46;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;202310-202312;43;43;4,14;0,00;5,00;21,00;30,00;44,00;202310-202312;43;43;3,98;0,00;14,00;19,00;23,00;44,00;202310-202312;42;43;3,86;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
